Orthogroup	agresttis	amborella	aratha	azolla	ceratopteris	chara	gnetum	klebsormidium	marchantia	mesotaenium	oryza	physcomitrella	plambertiana	populus	salvinia	selaginella	sequoia	spirogloea	vitis	volvox	zmays
OG0034503	AagrBONN_228.4537.1																				
OG0034504	AagrBONN_228.4285.1																				
OG0034505	AagrBONN_228.3070.1																				
OG0034506	AagrBONN_228.1835.1																				
OG0034507	AagrBONN_228.2183.1																				
OG0034508	AagrBONN_228.2388.1																				
OG0034509	AagrBONN_228.4781.1																				
OG0034510	AagrBONN_228.1862.1																				
OG0034511	AagrBONN_228.4868.1																				
OG0034512	AagrBONN_228.5416.1																				
OG0034513	AagrBONN_228.2888.1																				
OG0034514	AagrBONN_228.2232.1																				
OG0034515	AagrBONN_228.2069.1																				
OG0034516	AagrBONN_228.5518.1																				
OG0034517	AagrBONN_228.4925.1																				
OG0034518	AagrBONN_228.294.1																				
OG0034519	AagrBONN_228.3127.1																				
OG0034520	AagrBONN_228.2280.1																				
OG0034521	AagrBONN_228.5208.1																				
OG0034522	AagrBONN_228.990.1																				
OG0034523	AagrBONN_228.1529.1																				
OG0034524	AagrBONN_228.3776.1																				
OG0034525	AagrBONN_228.5354.1																				
OG0034526	AagrBONN_228.3441.1																				
OG0034527	AagrBONN_228.1580.1																				
OG0034528	AagrBONN_228.4065.1																				
OG0034529	AagrBONN_228.5722.3																				
OG0034530	AagrBONN_228.1826.1																				
OG0034531	AagrBONN_228.1719.1																				
OG0034532	AagrBONN_228.937.1																				
OG0034533	AagrBONN_228.1230.1																				
OG0034534	AagrBONN_228.2122.1																				
OG0034535	AagrBONN_228.5523.1																				
OG0034536	AagrBONN_228.1190.1																				
OG0034537	AagrBONN_228.5072.1																				
OG0034538	AagrBONN_228.2123.1																				
OG0034539	AagrBONN_228.3918.1																				
OG0034540	AagrBONN_228.2362.1																				
OG0034541	AagrBONN_228.3751.1																				
OG0034542	AagrBONN_228.1256.1																				
OG0034543	AagrBONN_228.3213.1																				
OG0034544	AagrBONN_228.1438.1																				
OG0034545	AagrBONN_228.562.1																				
OG0034546	AagrBONN_228.278.1																				
OG0034547	AagrBONN_228.2541.1																				
OG0034548	AagrBONN_228.5560.1																				
OG0034549	AagrBONN_228.498.1																				
OG0034550	AagrBONN_228.698.1																				
OG0034551	AagrBONN_228.1238.1																				
OG0034552	AagrBONN_228.5077.1																				
OG0034553	AagrBONN_228.3289.1																				
OG0034554	AagrBONN_228.5233.1																				
OG0034555	AagrBONN_228.97.1																				
OG0034556	AagrBONN_228.1257.1																				
OG0034557	AagrBONN_228.5430.1																				
OG0034558	AagrBONN_228.2197.1																				
OG0034559	AagrBONN_228.4138.1																				
OG0034560	AagrBONN_228.5651.1																				
OG0034561	AagrBONN_228.5489.1																				
OG0034562	AagrBONN_228.5735.1																				
OG0034563	AagrBONN_228.1752.1																				
OG0034564	AagrBONN_228.5780.2																				
OG0034565	AagrBONN_228.2867.1																				
OG0034566	AagrBONN_228.610.1																				
OG0034567	AagrBONN_228.2333.1																				
OG0034568	AagrBONN_228.3142.1																				
OG0034569	AagrBONN_228.5174.1																				
OG0034570	AagrBONN_228.1275.1																				
OG0034571	AagrBONN_228.4352.1																				
OG0034572	AagrBONN_228.3405.1																				
OG0034573	AagrBONN_228.3191.1																				
OG0034574	AagrBONN_228.1410.1																				
OG0034575	AagrBONN_228.1166.1																				
OG0034576	AagrBONN_228.1690.1																				
OG0034577	AagrBONN_228.5690.1																				
OG0034578	AagrBONN_228.5428.1																				
OG0034579	AagrBONN_228.1563.1																				
OG0034580	AagrBONN_228.2815.1																				
OG0034581	AagrBONN_228.1469.1																				
OG0034582	AagrBONN_228.2198.1																				
OG0034583	AagrBONN_228.5660.1																				
OG0034584	AagrBONN_228.1350.1																				
OG0034585	AagrBONN_228.2335.1																				
OG0034586	AagrBONN_228.5456.1																				
OG0034587	AagrBONN_228.2322.1																				
OG0034588	AagrBONN_228.2814.2																				
OG0034589	AagrBONN_228.203.1																				
OG0034590	AagrBONN_228.2153.1																				
OG0034591	AagrBONN_228.1981.1																				
OG0034592	AagrBONN_228.4936.1																				
OG0034593	AagrBONN_228.3683.1																				
OG0034594	AagrBONN_228.820.1																				
OG0034595	AagrBONN_228.35.1																				
OG0034596	AagrBONN_228.2519.1																				
OG0034597	AagrBONN_228.4792.1																				
OG0034598	AagrBONN_228.2768.1																				
OG0034599	AagrBONN_228.5033.1																				
OG0034600	AagrBONN_228.3712.1																				
OG0034601	AagrBONN_228.2196.1																				
OG0034602	AagrBONN_228.1987.1																				
OG0034603	AagrBONN_228.531.1																				
OG0034604	AagrBONN_228.5599.1																				
OG0034605	AagrBONN_228.3651.1																				
OG0034606	AagrBONN_228.604.1																				
OG0034607	AagrBONN_228.4398.1																				
OG0034608	AagrBONN_228.1208.1																				
OG0034609	AagrBONN_228.273.1																				
OG0034610	AagrBONN_228.5154.1																				
OG0034611	AagrBONN_228.1837.1																				
OG0034612	AagrBONN_228.839.1																				
OG0034613	AagrBONN_228.2616.1																				
OG0034614	AagrBONN_228.3945.1																				
OG0034615	AagrBONN_228.3353.1																				
OG0034616	AagrBONN_228.1632.1																				
OG0034617	AagrBONN_228.787.1																				
OG0034618	AagrBONN_228.2846.1																				
OG0034619	AagrBONN_228.530.1																				
OG0034620	AagrBONN_228.4345.1																				
OG0034621	AagrBONN_228.2866.1																				
OG0034622	AagrBONN_228.2330.2																				
OG0034623	AagrBONN_228.4185.1																				
OG0034624	AagrBONN_228.1973.1																				
OG0034625	AagrBONN_228.3537.1																				
OG0034626	AagrBONN_228.5530.1																				
OG0034627	AagrBONN_228.5934.1																				
OG0034628	AagrBONN_228.1504.1																				
OG0034629	AagrBONN_228.4951.1																				
OG0034630	AagrBONN_228.391.1																				
OG0034631	AagrBONN_228.1085.1																				
OG0034632	AagrBONN_228.5050.1																				
OG0034633	AagrBONN_228.5427.1																				
OG0034634	AagrBONN_228.1738.1																				
OG0034635	AagrBONN_228.2681.1																				
OG0034636	AagrBONN_228.4590.1																				
OG0034637	AagrBONN_228.4700.4																				
OG0034638	AagrBONN_228.3342.2																				
OG0034639	AagrBONN_228.2943.1																				
OG0034640	AagrBONN_228.3711.1																				
OG0034641	AagrBONN_228.3808.1																				
OG0034642	AagrBONN_228.17.1																				
OG0034643	AagrBONN_228.4064.1																				
OG0034644	AagrBONN_228.3197.1																				
OG0034645	AagrBONN_228.5359.1																				
OG0034646	AagrBONN_228.2946.1																				
OG0034647	AagrBONN_228.245.1																				
OG0034648	AagrBONN_228.266.1																				
OG0034649	AagrBONN_228.2286.1																				
OG0034650	AagrBONN_228.5814.1																				
OG0034651	AagrBONN_228.4243.1																				
OG0034652	AagrBONN_228.51.1																				
OG0034653	AagrBONN_228.1341.1																				
OG0034654	AagrBONN_228.3333.2																				
OG0034655	AagrBONN_228.2554.2																				
OG0034656	AagrBONN_228.3975.1																				
OG0034657	AagrBONN_228.5062.1																				
OG0034658	AagrBONN_228.4441.1																				
OG0034659	AagrBONN_228.3205.1																				
OG0034660	AagrBONN_228.5335.1																				
OG0034661	AagrBONN_228.2948.1																				
OG0034662	AagrBONN_228.3540.1																				
OG0034663	AagrBONN_228.518.1																				
OG0034664	AagrBONN_228.292.1																				
OG0034665	AagrBONN_228.112.1																				
OG0034666	AagrBONN_228.4018.1																				
OG0034667	AagrBONN_228.1543.1																				
OG0034668	AagrBONN_228.4561.1																				
OG0034669	AagrBONN_228.246.1																				
OG0034670	AagrBONN_228.3839.1																				
OG0034671	AagrBONN_228.5238.2																				
OG0034672	AagrBONN_228.495.1																				
OG0034673	AagrBONN_228.2645.1																				
OG0034674	AagrBONN_228.4640.1																				
OG0034675	AagrBONN_228.3287.1																				
OG0034676	AagrBONN_228.4139.1																				
OG0034677	AagrBONN_228.5424.1																				
OG0034678	AagrBONN_228.3698.1																				
OG0034679	AagrBONN_228.5187.1																				
OG0034680	AagrBONN_228.4588.1																				
OG0034681	AagrBONN_228.1382.1																				
OG0034682	AagrBONN_228.4320.1																				
OG0034683	AagrBONN_228.269.1																				
OG0034684	AagrBONN_228.3996.1																				
OG0034685	AagrBONN_228.4204.1																				
OG0034686	AagrBONN_228.5360.1																				
OG0034687	AagrBONN_228.4021.1																				
OG0034688	AagrBONN_228.1380.1																				
OG0034689	AagrBONN_228.232.1																				
OG0034690	AagrBONN_228.4991.1																				
OG0034691	AagrBONN_228.4305.1																				
OG0034692	AagrBONN_228.145.1																				
OG0034693	AagrBONN_228.5319.1																				
OG0034694	AagrBONN_228.1030.1																				
OG0034695	AagrBONN_228.2955.1																				
OG0034696	AagrBONN_228.2589.1																				
OG0034697	AagrBONN_228.289.1																				
OG0034698	AagrBONN_228.3793.1																				
OG0034699	AagrBONN_228.4528.1																				
OG0034700	AagrBONN_228.682.1																				
OG0034701	AagrBONN_228.2532.1																				
OG0034702	AagrBONN_228.4548.1																				
OG0034703	AagrBONN_228.4231.1																				
OG0034704	AagrBONN_228.967.1																				
OG0034705	AagrBONN_228.5748.1																				
OG0034706	AagrBONN_228.2769.1																				
OG0034707	AagrBONN_228.2284.1																				
OG0034708	AagrBONN_228.3676.1																				
OG0034709	AagrBONN_228.4834.1																				
OG0034710	AagrBONN_228.5872.1																				
OG0034711	AagrBONN_228.1476.1																				
OG0034712	AagrBONN_228.3579.1																				
OG0034713	AagrBONN_228.1092.1																				
OG0034714	AagrBONN_228.4666.1																				
OG0034715	AagrBONN_228.547.1																				
OG0034716	AagrBONN_228.4377.1																				
OG0034717	AagrBONN_228.1879.1																				
OG0034718	AagrBONN_228.4302.1																				
OG0034719	AagrBONN_228.1928.1																				
OG0034720	AagrBONN_228.212.1																				
OG0034721	AagrBONN_228.5513.1																				
OG0034722	AagrBONN_228.5141.3																				
OG0034723	AagrBONN_228.2239.1																				
OG0034724	AagrBONN_228.2055.1																				
OG0034725	AagrBONN_228.1609.1																				
OG0034726	AagrBONN_228.4873.1																				
OG0034727	AagrBONN_228.3634.1																				
OG0034728	AagrBONN_228.1038.1																				
OG0034729	AagrBONN_228.1830.1																				
OG0034730	AagrBONN_228.4208.1																				
OG0034731	AagrBONN_228.2945.1																				
OG0034732	AagrBONN_228.5721.1																				
OG0034733	AagrBONN_228.822.1																				
OG0034734	AagrBONN_228.1722.2																				
OG0034735	AagrBONN_228.5088.1																				
OG0034736	AagrBONN_228.512.1																				
OG0034737	AagrBONN_228.4369.1																				
OG0034738	AagrBONN_228.4486.1																				
OG0034739	AagrBONN_228.4507.1																				
OG0034740	AagrBONN_228.309.1																				
OG0034741	AagrBONN_228.4950.1																				
OG0034742	AagrBONN_228.5812.1																				
OG0034743	AagrBONN_228.2365.1																				
OG0034744	AagrBONN_228.4753.1																				
OG0034745	AagrBONN_228.726.1																				
OG0034746	AagrBONN_228.5598.1																				
OG0034747	AagrBONN_228.496.1																				
OG0034748	AagrBONN_228.4272.1																				
OG0034749	AagrBONN_228.1485.1																				
OG0034750	AagrBONN_228.935.1																				
OG0034751	AagrBONN_228.2724.1																				
OG0034752	AagrBONN_228.3262.1																				
OG0034753	AagrBONN_228.2793.1																				
